ConversationId,TurnNo,UtteranceId,Speaker,Utterance,Intent,Slot 
112,0,112_0,User,good evening,greet,OO
112,1,112_1,Bot,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
112,2,112_2,User,mujhe train 22928 me upalabdh coaches jaanna hai,coach_layout,OOTrainNoOOOOO
112,3,112_3,Bot,"1) Engine - ENG
2) Gen/Disabled - GRD
3) General - GN
4) AC 1 tier - HA1
5) AC 2 tier - A1
6) AC 3 tier - B1
7) AC 3 tier - B2
8) AC 3 tier - B3
9) AC 3 tier - B4
10) Sleeper - S1
11) Sleeper - S2
12) Sleeper - S3
13) Sleeper - S4
14) Sleeper - S5
15) Sleeper - S6
16) Sleeper - S7
17) Sleeper - S8
18) Sleeper - S9
19) Sleeper - S10
20) Sleeper - S11
21) Sleeper - S12
22) General - GN
23) General - GN
24) Gen/Disabled - GRD",,
112,4,112_4,Bot,May I help you with anything else ?,,
112,5,112_5,User,what is the ticket fare of 2s,train_fare,OOOOOOClassCode
112,6,112_6,Bot,Please enter source station,,
112,7,112_7,User,Yeah its Anand junction,inform,OOSourceSource
112,8,112_8,Bot,What Destination would you like to travel to?,,
112,9,112_9,User,"Sure, Vapi",inform,ODestination
112,10,112_10,Bot,Total Fare is Rs.25.8,,
112,11,112_11,Bot,Let me know if I can help you with anything else.,,
112,12,112_12,User,No,deny,O
112,13,112_13,Bot,Sevak se sampark karne k liye dhanyawad,,
113,0,113_0,User,Hello,greet,O
113,1,113_1,Bot,Hello. Apni query bataye,,
113,2,113_2,User,train coach layout bataye 19063 ka,coach_layout,OOOOTrainNoO
113,3,113_3,Bot,"1) Engine - ENG
2) Gen/Disabled - GRD
3) General - GN
4) General - GN
5) General - GN
6) AC 2 tier - A1
7) AC 3 tier - B2
8) AC 3 tier - B1
9) Sleeper - S6
10) Sleeper - S5
11) Sleeper - S4
12) Sleeper - S3
13) Sleeper - S2
14) Sleeper - S1
15) General - GN
16) General - GN
17) General - GN
18) Gen/Disabled - GRD",,
113,4,113_4,Bot,Let me know if I can help you with anything else.,,
113,5,113_5,User,ticket cost,train_fare,OO
113,6,113_6,Bot,What is your source station?,,
113,7,113_7,User,"Sure, Unjha",inform,OSource
113,8,113_8,Bot,What travelling Destination you would like to go?,,
113,9,113_9,User,"Sure, Ramdevra",inform,ODestination
113,10,113_10,Bot,"kindly provide the coach type you would like to travel by. (ex- 2ac, cc, sleeper etc.)",,
113,11,113_11,User,Sleeper,inform,ClassCode
113,12,113_12,Bot,Total Fare is Rs.274.0,,
113,13,113_13,Bot,Let me know if I can help you with anything else.,,
113,14,113_14,User,Bas aur kuch nahi,deny,OOOO
113,15,113_15,Bot,Sevak se sampark karne k liye dhanyawad,,
114,0,114_0,User,good evening,greet,OO
114,1,114_1,Bot,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
114,2,114_2,User,mujhe train 22817 ka coach layout dikhlaye,coach_layout,OOTrainNoOOOO
114,3,114_3,Bot,"1) Engine - ENG
2) Gen/Disabled - GRD
3) General - GN
4) General - GN
5) AC 2 tier - A1
6) AC 3 tier - B1
7) AC 3 tier - B2
8) AC 3 tier - B3
9) AC 3 tier - B4
10) AC 3 tier - B5
11) AC 3 tier - B6
12) Sleeper - S1
13) Sleeper - S2
14) Sleeper - S3
15) Sleeper - S4
16) Sleeper - S5
17) Sleeper - S6
18) Sleeper - S7
19) Sleeper - S8
20) Sleeper - S9
21) Sleeper - S10
22) Sleeper - S11
23) General - GN
24) Gen/Disabled - GRD",,
114,4,114_4,Bot,Anything else I can assist you with ?,,
114,5,114_5,User,what is the cost of CC,train_fare,OOOOOClassCode
114,6,114_6,Bot,What will be your source station?,,
114,7,114_7,User,Yeah its Brahmapur,inform,OOSource
114,8,114_8,Bot,Where are you planning on going?,,
114,9,114_9,User,"Sure, Bangarapet",inform,ODestination
114,10,114_10,Bot,Total Fare is Rs.319.75,,
114,11,114_11,Bot,Anything else I can assist you with ?,,
114,12,114_12,User,No,deny,O
114,13,114_13,Bot,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
115,0,115_0,User,good evening,greet,OO
115,1,115_1,Bot,Hello. Apni query bataye,,
115,2,115_2,User,train me coach layout dikhna hai ,coach_layout,OOOOOOO
115,3,115_3,Bot,Please provide as your train number,,
115,4,115_4,User,12394,inform,TrainNo
115,5,115_5,Bot,"1) Engine - ENG
2) Generator - PWR
3) AC 1 tier - H1
4) AC 2 tier - A1
5) AC 3 tier - B3
6) AC 3 tier - B2
7) AC 3 tier - B1
8) Pantry - PC
9) Sleeper - S9
10) Sleeper - S8
11) Sleeper - S7
12) Sleeper - S6
13) Sleeper - S5
14) Sleeper - S4
15) Sleeper - S3
16) Sleeper - S2
17) Sleeper - S1
18) General - GN
19) General - GN
20) General - GN
21) General - GN
22) Generator - PWR",,
115,6,115_6,Bot,May I help you with anything else ?,,
115,7,115_7,User,how much money,train_fare,OOO
115,8,115_8,Bot,Tell us your source station,,
115,9,115_9,User,I will travel from New delhi,inform,OOOOSourceSource
115,10,115_10,Bot,What Destination would you like to travel to?,,
115,11,115_11,User,Yeah its Rjndr ngr bihar,inform,OODestinationDestinationDestination
115,12,115_12,Bot,"Please enter your preferred coach type. (ex- 2ac, cc, sleeper etc.)",,
115,13,115_13,User,CC,inform,ClassCode
115,14,115_14,Bot,Total Fare is Rs.250.25,,
115,15,115_15,Bot,Anything else I can assist you with ?,,
115,16,115_16,User,Bas aur kuch nahi,deny,OOOO
115,17,115_17,Bot,Sevak se sampark karne k liye dhanyawad,,
116,0,116_0,User,namaste,greet,O
116,1,116_1,Bot,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
116,2,116_2,User,coach layout,coach_layout,OO
116,3,116_3,Bot,"Sir, what’s your train number",,
116,4,116_4,User,Yeah its 14312,inform,OOTrainNo
116,5,116_5,Bot,"1) Engine - ENG
2) Gen/Disabled - GRD
3) General - GN
4) General - GN
5) AC 2 tier - A1
6) AC 3 tier - B3
7) AC 3 tier - B2
8) AC 3 tier - B1
9) Sleeper - S11
10) Sleeper - S10
11) Sleeper - S9
12) Sleeper - S8
13) Sleeper - S7
14) Sleeper - S6
15) Sleeper - S5
16) Sleeper - S4
17) Sleeper - S3
18) Sleeper - S2
19) Sleeper - S1
20) General - GN
21) General - GN
22) General - GN
23) Gen/Disabled - GRD",,
116,6,116_6,Bot,Anything else I can assist you with ?,,
116,7,116_7,User,what is the price of 1AC,train_fare,OOOOOClassCode
116,8,116_8,Bot,What will be your source station?,,
116,9,116_9,User,I will travel from Maliya miyana,inform,OOOOSourceSource
116,10,116_10,Bot,What Destination would you like to travel to?,,
116,11,116_11,User,I will travel to Amroha,inform,OOOODestination
116,12,116_12,Bot,Total Fare is Rs.2540,,
116,13,116_13,Bot,Let me know if I can help you with anything else.,,
116,14,116_14,User,Nahi,deny,O
116,15,116_15,Bot,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
117,0,117_0,User,namaskar ji,greet,OO
117,1,117_1,Bot,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
117,2,117_2,User,12592 me kitne tarah ke coaches uplabdh hai,coach_layout,TrainNoOOOOOOO
117,3,117_3,Bot,"1) Engine - ENG
2) Gen/Disabled - GRD
3) General - GN
4) General - GN
5) AC 3 tier - B1
6) AC 3 tier - B2
7) AC 3 tier - B3
8) AC 2 tier - A1
9) AC 3 tier - B4
10) Pantry - PC
11) Sleeper - S1
12) Sleeper - S2
13) Sleeper - S3
14) Sleeper - S4
15) Sleeper - S5
16) Sleeper - S6
17) Sleeper - S7
18) Sleeper - S8
19) Sleeper - S9
20) Sleeper - S10
21) Sleeper - S11
22) General - GN
23) General - GN
24) Gen/Disabled - GRD",,
117,4,117_4,Bot,Anything else I can assist you with ?,,
117,5,117_5,User,ticket fare of 1AC from Sirpur kagazngr to Ghoradongri,train_fare,OOOClassCodeOSourceSourceODestination
117,6,117_6,Bot,Total Fare is Rs.1016,,
117,7,117_7,Bot,Anything else I can assist you with ?,,
117,8,117_8,User,Bas aur kuch nahi,deny,OOOO
117,9,117_9,Bot,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
118,0,118_0,User,Hello,greet,O
118,1,118_1,Bot,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
118,2,118_2,User,12369 coach map,coach_layout,TrainNoOO
118,3,118_3,Bot,"1) Engine - ENG
2) Gen/Disabled - GRD
3) General - GN
4) Sleeper - SE1
5) Sleeper - S1
6) Sleeper - S2
7) Sleeper - S3
8) Sleeper - S4
9) Sleeper - S5
10) Sleeper - S6
11) Sleeper - S7
12) AC 3 tier - B1
13) AC 2 tier - A1
14) General - GN
15) Gen/Disabled - GRD",,
118,4,118_4,Bot,Anything else I can assist you with ?,,
118,5,118_5,User,how much money,train_fare,OOO
118,6,118_6,Bot,Tell us your source station,,
118,7,118_7,User,"Sure, Jhajha",inform,OSource
118,8,118_8,Bot,Where are you looking to go?,,
118,9,118_9,User,"Sure, Lucknow nr",inform,ODestinationDestination
118,10,118_10,Bot,"Please enter your preferred coach type. (ex- 2ac, cc, sleeper etc.)",,
118,11,118_11,User,chair,inform,ClassCode
118,12,118_12,Bot,Total Fare is Rs.172.0,,
118,13,118_13,Bot,Anything else I can assist you with ?,,
118,14,118_14,User,Nahi,deny,O
118,15,118_15,Bot,Sevak se sampark karne k liye dhanyawad,,
119,0,119_0,User,namaskar ji,greet,OO
119,1,119_1,Bot,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
119,2,119_2,User,train number 22928 ka coach layout dikhlaye,coach_layout,OOTrainNoOOOO
119,3,119_3,Bot,"1) Engine - ENG
2) Gen/Disabled - GRD
3) General - GN
4) AC 1 tier - HA1
5) AC 2 tier - A1
6) AC 3 tier - B1
7) AC 3 tier - B2
8) AC 3 tier - B3
9) AC 3 tier - B4
10) Sleeper - S1
11) Sleeper - S2
12) Sleeper - S3
13) Sleeper - S4
14) Sleeper - S5
15) Sleeper - S6
16) Sleeper - S7
17) Sleeper - S8
18) Sleeper - S9
19) Sleeper - S10
20) Sleeper - S11
21) Sleeper - S12
22) General - GN
23) General - GN
24) Gen/Disabled - GRD",,
119,4,119_4,Bot,May I help you with anything else ?,,
119,5,119_5,User,train cost,train_fare,OO
119,6,119_6,Bot,Tell us your source station,,
119,7,119_7,User,I will travel from Bharuch junction,inform,OOOOSourceSource
119,8,119_8,Bot,What travelling Destination you would like to go?,,
119,9,119_9,User,I will travel to Saphale,inform,OOOODestination
119,10,119_10,Bot,"Please enter your preferred coach type. (ex- 2ac, cc, sleeper etc.)",,
119,11,119_11,User,2A,inform,ClassCode
119,12,119_12,Bot,Total Fare is Rs.373.5,,
119,13,119_13,Bot,Anything else I can assist you with ?,,
119,14,119_14,User,Bas aur kuch nahi,deny,OOOO
119,15,119_15,Bot,Sevak se sampark karne k liye dhanyawad,,
120,0,120_0,User,Hey,greet,O
120,1,120_1,Bot,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
120,2,120_2,User,12648 ka coach map,coach_layout,TrainNoOOO
120,3,120_3,Bot,"1) Engine - ENG
2) Parcel Van - VP
3) Gen/Disabled - GRD
4) General - GN
5) Sleeper - S1
6) Sleeper - S2
7) Sleeper - S3
8) Sleeper - S4
9) Sleeper - S5
10) Sleeper - S6
11) Sleeper - S7
12) Sleeper - S8
13) Sleeper - S9
14) Sleeper - S10
15) Sleeper - S11
16) Sleeper - S12
17) Sleeper - S13
18) Sleeper - S14
19) AC 3 tier - BE1
20) AC 3 tier - B1
21) AC 2 tier - A1
22) General - GN
23) General - GN
24) Gen/Disabled - GRD",,
120,4,120_4,Bot,May I help you with anything else ?,,
120,5,120_5,User,what is the price of 1A,train_fare,OOOOOClassCode
120,6,120_6,Bot,What is your source station?,,
120,7,120_7,User,Yeah its Itarsi junction,inform,OOSourceSource
120,8,120_8,Bot,Where would you like to go?,,
120,9,120_9,User,"Sure, Banaswadi",inform,ODestination
120,10,120_10,Bot,Total Fare is Rs.3010,,
120,11,120_11,Bot,Anything else I can assist you with ?,,
120,12,120_12,User,Bas aur kuch nahi,deny,OOOO
120,13,120_13,Bot,Sevak se sampark karne k liye dhanyawad,,
121,0,121_0,User,namaskar ji,greet,OO
121,1,121_1,Bot,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
121,2,121_2,User,22864 coach map,coach_layout,TrainNoOO
121,3,121_3,Bot,"1) Engine - ENG
2) Generator - PWR
3) AC 1 tier - H1
4) AC 2 tier - A3
5) AC 2 tier - A2
6) AC 2 tier - A1
7) Pantry - PC
8) AC 3 tier - B10
9) AC 3 tier - B9
10) AC 3 tier - B8
11) AC 3 tier - B7
12) AC 3 tier - B6
13) AC 3 tier - B5
14) AC 3 tier - B4
15) AC 3 tier - B3
16) AC 3 tier - B2
17) AC 3 tier - B1
18) Generator - PWR",,
121,4,121_4,Bot,May I help you with anything else ?,,
121,5,121_5,User,what is the price of SL,train_fare,OOOOOClassCode
121,6,121_6,Bot,Tell us your source station,,
121,7,121_7,User,I will travel from Brahmapur,inform,OOOOSource
121,8,121_8,Bot,Where are you planning on going?,,
121,9,121_9,User,I will travel to Cuttack,inform,OOOODestination
121,10,121_10,Bot,Total Fare is Rs.97.0,,
121,11,121_11,Bot,Anything else I can assist you with ?,,
121,12,121_12,User,Bas aur kuch nahi,deny,OOOO
121,13,121_13,Bot,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
122,0,122_0,User,hi pal!,greet,OO
122,1,122_1,Bot,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
122,2,122_2,User,train number 12296 ka coach layout bataye ,coach_layout,OOTrainNoOOOOO
122,3,122_3,Bot,"1) Engine - ENG
2) Gen/Disabled - GRD
3) General - GN
4) AC 2 tier - A3
5) AC 2 tier - A2
6) AC 2 tier - A1
7) AC 3 tier - B4
8) AC 3 tier - B3
9) AC 3 tier - B2
10) AC 3 tier - B1
11) Sleeper - S11
12) Sleeper - S10
13) Pantry - PC
14) Sleeper - S9
15) Sleeper - S8
16) Sleeper - S7
17) Sleeper - S6
18) Sleeper - S5
19) Sleeper - S4
20) Sleeper - S3
21) Sleeper - S2
22) Sleeper - S1
23) General - GN
24) General - GN
25) Gen/Disabled - GRD",,
122,4,122_4,Bot,May I help you with anything else ?,,
122,5,122_5,User,what is the price of 2ac,train_fare,OOOOOClassCode
122,6,122_6,Bot,What is your source station?,,
122,7,122_7,User,I will travel from Pandhurna,inform,OOOOSource
122,8,122_8,Bot,Where are you planning on going?,,
122,9,122_9,User,I will travel to Bangarapet,inform,OOOODestination
122,10,122_10,Bot,Total Fare is Rs.2230.5,,
122,11,122_11,Bot,Anything else I can assist you with ?,,
122,12,122_12,User,No,deny,O
122,13,122_13,Bot,Sevak se sampark karne k liye dhanyawad,,
123,0,123_0,User,hi pal!,greet,OO
123,1,123_1,Bot,Hello. Apni query bataye,,
123,2,123_2,User,train map,coach_layout,OO
123,3,123_3,Bot,Can I have your train number,,
123,4,123_4,User,"Sure, 19403",inform,OTrainNo
123,5,123_5,Bot,"1) Engine - ENG
2) Gen/Disabled - GRD
3) General - GN
4) General - GN
5) General - GN
6) AC 2 tier - A1
7) AC 3 tier - B1
8) Sleeper - S1
9) Sleeper - S2
10) Sleeper - S3
11) Sleeper - S4
12) Sleeper - S5
13) Sleeper - S6
14) Sleeper - S7
15) Sleeper - S8
16) General - GN
17) General - GN
18) General - GN
19) Gen/Disabled - GRD",,
123,6,123_6,Bot,Anything else I can assist you with ?,,
123,7,123_7,User,ticket cost,train_fare,OO
123,8,123_8,Bot,From which station you would like to start?,,
123,9,123_9,User,"Sure, Mahesana junction",inform,OSourceSource
123,10,123_10,Bot,Where would you like to go?,,
123,11,123_11,User,I will travel to Nihalgarh,inform,OOOODestination
123,12,123_12,Bot,"Please enter your preferred coach type. (ex- 2ac, cc, sleeper etc.)",,
123,13,123_13,User,CC,inform,ClassCode
123,14,123_14,Bot,Total Fare is Rs.360.25,,
123,15,123_15,Bot,May I help you with anything else ?,,
123,16,123_16,User,No,deny,O
123,17,123_17,Bot,Sevak se sampark karne k liye dhanyawad,,
124,0,124_0,User,good evening,greet,OO
124,1,124_1,Bot,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
124,2,124_2,User,mujhe train me upalabdh coaches dikhlaye,coach_layout,OOOOOO
124,3,124_3,Bot,Please enter your train number,,
124,4,124_4,User,12578,inform,TrainNo
124,5,124_5,Bot,"1) Engine - ENG
2) General - GN
3) General - GN
4) AC 2 tier - A1
5) AC 2 tier - A2
6) AC 2 tier - AB1
7) AC 3 tier - B2
8) AC 3 tier - B1
9) Pantry - PC
10) Sleeper - S1
11) Sleeper - S2
12) Sleeper - S3
13) Sleeper - S4
14) Sleeper - S5
15) Sleeper - S6
16) Sleeper - S7
17) Sleeper - S8
18) Sleeper - S9
19) Sleeper - S10
20) Sleeper - S11
21) Sleeper - S12
22) General - GN
23) General - GN
24) Gen/Disabled - GRD",,
124,6,124_6,Bot,Let me know if I can help you with anything else.,,
124,7,124_7,User,what is the ticket fare of chair ,train_fare,OOOOOOClassCodeO
124,8,124_8,Bot,What will be your source station?,,
124,9,124_9,User,Yeah its Chennai central,inform,OOSourceSource
124,10,124_10,Bot,Where would you like to go?,,
124,11,124_11,User,Yeah its Pandhurna,inform,OODestination
124,12,124_12,Bot,Total Fare is Rs.299.0,,
124,13,124_13,Bot,May I help you with anything else ?,,
124,14,124_14,User,No,deny,O
124,15,124_15,Bot,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
125,0,125_0,User,Hello,greet,O
125,1,125_1,Bot,Hello. Apni query bataye,,
125,2,125_2,User,mujhe train ke sare coaches ke baare me janna hai,coach_layout,OOOOOOOOOO
125,3,125_3,Bot,"Sir, what’s your train number",,
125,4,125_4,User,Sorry man! its 12650,inform,OOOTrainNo
125,5,125_5,Bot,"1) Engine - ENG
2) Gen/Disabled - GRD
3) General - GN
4) AC 1 tier - HA1
5) AC 2 tier - A1
6) AC 3 tier - B4
7) AC 3 tier - B3
8) AC 3 tier - B2
9) AC 3 tier - B1
10) Sleeper - S1
11) Sleeper - S2
12) Pantry - PC
13) Sleeper - S3
14) Sleeper - S4
15) Sleeper - S5
16) Sleeper - S6
17) Sleeper - S7
18) Sleeper - S8
19) Sleeper - S9
20) Sleeper - S10
21) General - GN
22) Parcel Van - VP
23) Parcel Van - VP
24) Parcel Van - VP
25) Gen/Disabled - GRD",,
125,6,125_6,Bot,Let me know if I can help you with anything else.,,
125,7,125_7,User,train cost,train_fare,OO
125,8,125_8,Bot,From which station you would like to start?,,
125,9,125_9,User,I will travel from Nagpur,inform,OOOOSource
125,10,125_10,Bot,Where are you planning on going?,,
125,11,125_11,User,"Sure, Kacheguda",inform,ODestination
125,12,125_12,Bot,"Please enter your preferred coach type. (ex- 2ac, cc, sleeper etc.)",,
125,13,125_13,User,3a,inform,ClassCode
125,14,125_14,Bot,Total Fare is Rs.584,,
125,15,125_15,Bot,May I help you with anything else ?,,
125,16,125_16,User,Nahi,deny,O
125,17,125_17,Bot,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
126,0,126_0,User,pranaam,greet,O
126,1,126_1,Bot,Hello. Apni query bataye,,
126,2,126_2,User,12804 ka coach layout dikhna hai,coach_layout,TrainNoOOOOO
126,3,126_3,Bot,"1) Engine - ENG
2) Gen/Disabled - GRD
3) General - GN
4) General - GN
5) AC 3 tier - B1
6) AC 3 tier - B2
7) AC 3 tier - B3
8) AC 3 tier - B4
9) AC 2 tier - A1
10) AC 2 tier - A2
11) Sleeper - S1
12) Sleeper - S2
13) Sleeper - S3
14) Sleeper - S4
15) Sleeper - S5
16) Sleeper - S6
17) Sleeper - S7
18) Sleeper - S8
19) Sleeper - S9
20) General - GN
21) General - GN
22) General - GN
23) Gen/Disabled - GRD",,
126,4,126_4,Bot,Anything else I can assist you with ?,,
126,5,126_5,User,what is the price of Sleeper from Hoshangabad to Vishakapatnam,train_fare,OOOOOClassCodeOSourceODestination
126,6,126_6,Bot,Total Fare is Rs.663.5,,
126,7,126_7,Bot,Anything else I can assist you with ?,,
126,8,126_8,User,No,deny,O
126,9,126_9,Bot,Sevak se sampark karne k liye dhanyawad,,
127,0,127_0,User,Hello,greet,O
127,1,127_1,Bot,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
127,2,127_2,User,15646 ka coach map,coach_layout,TrainNoOOO
127,3,127_3,Bot,"1) Engine - ENG
2) Gen/Disabled - GRD
3) General - GN
4) General - GN
5) Sleeper - S1
6) Sleeper - S2
7) AC 3 tier - B1
8) AC 3 tier - B2
9) AC 3 tier - B3
10) AC 2 tier - A1
11) Sleeper - S3
12) Sleeper - S4
13) Sleeper - S5
14) Sleeper - S6
15) Pantry - PC
16) Sleeper - S7
17) Sleeper - S8
18) Sleeper - S9
19) Sleeper - S10
20) Sleeper - S11
21) Sleeper - S12
22) General - GN
23) Gen/Disabled - GRD
24) Parcel Van - VP",,
127,4,127_4,Bot,Let me know if I can help you with anything else.,,
127,5,127_5,User,what is the price of 3AC,train_fare,OOOOOClassCode
127,6,127_6,Bot,What will be your source station?,,
127,7,127_7,User,I will travel from Kishanganj,inform,OOOOSource
127,8,127_8,Bot,What travelling Destination you would like to go?,,
127,9,127_9,User,Yeah its Lokmanyatilak t,inform,OODestinationDestination
127,10,127_10,Bot,Total Fare is Rs.2097,,
127,11,127_11,Bot,May I help you with anything else ?,,
127,12,127_12,User,Nahi,deny,O
127,13,127_13,Bot,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
128,0,128_0,User,good evening,greet,OO
128,1,128_1,Bot,Hello. Apni query bataye,,
128,2,128_2,User,mujhe 12664 ka coach layout ka jaankari chahiye,coach_layout,OTrainNoOOOOOO
128,3,128_3,Bot,"1) Engine - ENG
2) Gen/Disabled - GRD
3) General - GN
4) AC 1 tier - HE1
5) AC 2 tier - A1
6) AC 3 tier - B1
7) AC 3 tier - B2
8) AC 3 tier - B3
9) Sleeper - S1
10) Sleeper - S2
11) Sleeper - S3
12) Sleeper - S4
13) Sleeper - S5
14) Sleeper - S6
15) Pantry - PC
16) Sleeper - S7
17) Sleeper - S8
18) Sleeper - S9
19) Sleeper - S10
20) Sleeper - S11
21) Sleeper - S12
22) Sleeper - S13
23) General - GN
24) Gen/Disabled - GRD",,
128,4,128_4,Bot,May I help you with anything else ?,,
128,5,128_5,User,what is the price of sleeper,train_fare,OOOOOClassCode
128,6,128_6,Bot,Please enter source station,,
128,7,128_7,User,"Sure, Tiruchchirapali",inform,OSource
128,8,128_8,Bot,What Destination would you like to travel to?,,
128,9,128_9,User,Yeah its Howrah junction,inform,OODestinationDestination
128,10,128_10,Bot,Total Fare is Rs.1012.5,,
128,11,128_11,Bot,Let me know if I can help you with anything else.,,
128,12,128_12,User,Bas aur kuch nahi,deny,OOOO
128,13,128_13,Bot,Sevak se sampark karne k liye dhanyawad,,
129,0,129_0,User,good evening,greet,OO
129,1,129_1,Bot,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
129,2,129_2,User,mujhe train 22915 ka coach layout ka jaankari chahiye,coach_layout,OOTrainNoOOOOOO
129,3,129_3,Bot,"1) Engine - ENG
2) Gen/Disabled - GRD
3) General - GN
4) General - GN
5) General - GN
6) Sleeper - S7
7) Sleeper - S6
8) Sleeper - S5
9) Sleeper - S4
10) Sleeper - S3
11) Sleeper - S2
12) Sleeper - S1
13) AC 3 tier - B2
14) AC 3 tier - B1
15) AC 2 tier - A1
16) AC 2 tier - AB1
17) General - GN
18) General - GN
19) General - GN
20) Gen/Disabled - GRD",,
129,4,129_4,Bot,Anything else I can assist you with ?,,
129,5,129_5,User,what is the cost of 2s,train_fare,OOOOOClassCode
129,6,129_6,Bot,Please enter source station,,
129,7,129_7,User,"Sure, Bharuch junction",inform,OSourceSource
129,8,129_8,Bot,Where are you planning on going?,,
129,9,129_9,User,I will travel to Falna,inform,OOOODestination
129,10,129_10,Bot,Total Fare is Rs.45.5,,
129,11,129_11,Bot,Anything else I can assist you with ?,,
129,12,129_12,User,No,deny,O
129,13,129_13,Bot,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
130,0,130_0,User,Hello,greet,O
130,1,130_1,Bot,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
130,2,130_2,User,12424 ka coach layout list krna,coach_layout,TrainNoOOOOO
130,3,130_3,Bot,"1) Engine - ENG
2) Generator - PWR
3) AC 3 tier - B1
4) AC 3 tier - B2
5) AC 3 tier - B3
6) AC 3 tier - B4
7) AC 3 tier - B5
8) AC 3 tier - B6
9) AC 3 tier - B7
10) Pantry - PC
11) AC 3 tier - B8
12) AC 3 tier - B9
13) AC 3 tier - B10
14) AC 2 tier - A1
15) AC 2 tier - A2
16) AC 2 tier - A3
17) AC 2 tier - A4
18) AC 2 tier - A5
19) Pantry - PC
20) AC 1 tier - H1
21) Generator - PWR",,
130,4,130_4,Bot,May I help you with anything else ?,,
130,5,130_5,User,what is the price of 1ac,train_fare,OOOOOClassCode
130,6,130_6,Bot,What will be your source station?,,
130,7,130_7,User,I will travel from New jalpaiguri,inform,OOOOSourceSource
130,8,130_8,Bot,What is your Destination?,,
130,9,130_9,User,I will travel to Diphu,inform,OOOODestination
130,10,130_10,Bot,Total Fare is Rs.1242,,
130,11,130_11,Bot,Anything else I can assist you with ?,,
130,12,130_12,User,Nahi,deny,O
130,13,130_13,Bot,Sevak se sampark karne k liye dhanyawad,,
131,0,131_0,User,namaste sevak,greet,OO
131,1,131_1,Bot,Hello. Apni query bataye,,
131,2,131_2,User,show me train number 22452 ka coach layout,coach_layout,OOOOTrainNoOOO
131,3,131_3,Bot,"1) Engine - ENG
2) Gen/Disabled - GRD
3) General - GN
4) General - GN
5) General - GN
6) Sleeper - S1
7) Sleeper - S2
8) Sleeper - S3
9) Sleeper - S4
10) Sleeper - S5
11) Sleeper - S6
12) Sleeper - S7
13) AC 3 tier - B1
14) AC 3 tier - B2
15) AC 3 tier - B3
16) AC 3 tier - B4
17) AC 3 tier - B5
18) AC 2 tier - A1
19) AC 3 tier - BE1
20) General - GN
21) General - GN
22) General - GN
23) General - GN
24) Gen/Disabled - GRD",,
131,4,131_4,Bot,Anything else I can assist you with ?,,
131,5,131_5,User,check the price,train_fare,OOO
131,6,131_6,Bot,Tell us your source station,,
131,7,131_7,User,Yeah its Karnal,inform,OOSource
131,8,131_8,Bot,What is your Destination?,,
131,9,131_9,User,"Sure, Marwar junction",inform,ODestinationDestination
131,10,131_10,Bot,"Please enter your preferred coach type. (ex- 2ac, cc, sleeper etc.)",,
131,11,131_11,User,3AC,inform,ClassCode
131,12,131_12,Bot,Total Fare is Rs.632,,
131,13,131_13,Bot,Anything else I can assist you with ?,,
131,14,131_14,User,No,deny,O
131,15,131_15,Bot,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
132,0,132_0,User,Hello,greet,O
132,1,132_1,Bot,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
132,2,132_2,User,mujhe 22682 ka coach layout jaanna hai,coach_layout,OTrainNoOOOOO
132,3,132_3,Bot,"1) Engine - ENG
2) Gen/Disabled - GRD
3) General - GN
4) General - GN
5) AC 2 tier - A1
6) AC 2 tier - A2
7) AC 3 tier - B1
8) AC 3 tier - B2
9) Sleeper - S1
10) Sleeper - S2
11) Sleeper - S3
12) Sleeper - S4
13) Pantry - PC
14) Sleeper - S5
15) Sleeper - S6
16) Sleeper - S7
17) Sleeper - S8
18) Sleeper - S9
19) Sleeper - S10
20) General - GN
21) General - GN
22) Gen/Disabled - GRD
23) OCV",,
